distance,direction,eggs,aphids,week,replicate,treatment,date
4,E,0,0,wk5,13,Control,08/03/2016
4,S,0,0,wk5,13,Control,08/03/2016
4,W,0,2,wk5,13,Control,08/03/2016
4,N,0,0,wk5,14,Predator,08/03/2016
4,E,0,0,wk5,14,Predator,08/03/2016
4,S,0,0,wk5,14,Predator,08/03/2016
4,W,0,0,wk5,14,Predator,08/03/2016
4,N,0,0,wk5,15,Chemical,08/03/2016
4,E,0,0,wk5,15,Chemical,08/03/2016
4,S,3,0,wk5,15,Chemical,08/03/2016
4,W,1,0,wk5,15,Chemical,08/03/2016
4,N,0,1,wk5,16,Control,08/03/2016
4,E,0,0,wk5,16,Control,08/03/2016
4,S,0,0,wk5,16,Control,08/03/2016
4,W,0,0,wk5,16,Control,08/03/2016
4,N,0,0,wk5,17,Chemical,08/03/2016
4,E,0,0,wk5,17,Chemical,08/03/2016
4,S,0,0,wk5,17,Chemical,08/03/2016
4,W,0,0,wk5,17,Chemical,08/03/2016
4,N,1,0,wk5,18,Predator,08/03/2016
4,E,0,0,wk5,18,Predator,08/03/2016
4,S,0,0,wk5,18,Predator,08/03/2016
4,W,0,0,wk5,18,Predator,08/03/2016
4,N,0,0,wk5,19,Predator,08/03/2016
4,E,0,0,wk5,19,Predator,08/03/2016
4,S,0,0,wk5,19,Predator,08/03/2016
4,W,0,0,wk5,19,Predator,08/03/2016
4,N,0,0,wk5,20,Control,08/03/2016
4,E,1,0,wk5,20,Control,08/03/2016
4,S,1,0,wk5,20,Control,08/03/2016
4,W,0,0,wk5,20,Control,08/03/2016
4,N,0,1,wk5,21,Chemical,08/03/2016
4,E,0,0,wk5,21,Chemical,08/03/2016
4,S,0,0,wk5,21,Chemical,08/03/2016
4,W,0,0,wk5,21,Chemical,08/03/2016
